original-id,name-tr,name-alt-tr,address-tr,country-tr,province-tr,district-tr,sub-district-tr,locality-tr,street-tr,street-side-tr,house,address-add-tr,landmark-tr,lon,lat,phone,url,rubric-id,working-time,actualization-date,rubric-keys,source-url,rubric-tr,chain-id
,ÇAMER PETROL   ( 47/032 ),,NUR MAHALLESİ VALİ OZAN CADDESİ 0/69 SOKAĞI İZZETPAŞA MEVKİİ DİYARBAKIR YOLU 2.KM. (ADA:832  PAFTA:N-45-19-A  PARSEL:13) MERKEZ/ MARDİN,Türkiye,(47) Mardin,,,,,,,,,37.344603,4822123042,+90 (482) 2123078,http://www.bpet.com.tr/tr/bayilerimiz/706/camer-petrol,,,,,,,
,PEKTAŞ PETROL   ( 44/039 ),,GELENĞEÇ MAHALLESİ KURŞUNLU (PAFTA: ADA:106 PARSEL:159) HEKİMHAN/MALATYA,Türkiye,(44) Malatya,,,,,,,,,38.645701,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/638/pektas-petrol,,,,,,,
,MEHMET EDİP YÜKSEL PETROL   ( 43/002 ),,HASANTEPE MAHALLESİ TAVŞANLI YOLU 1. KM. DOMANİÇ / KÜTAHYA,Türkiye,(43) Kütahya,,,,,,,,,39.793888,2746612830,+90 (274) 6612831,http://www.bpet.com.tr/tr/bayilerimiz/226/mehmet-edip-yuksel-petrol,,,,,,,
,KILIÇ PETROL   ( 44/037 ),,MALATYA SİVAS ÇEVRE YOLU BAHÇELİEVLER MAH. NO:1 (PAFTA: - ADA: 226 PARSEL: 1) HEKİMHAN / MALATYA,Türkiye,(44) Malatya,,,,,,,,,38.819632,4227131260,+90 (422) 7131260,http://www.bpet.com.tr/tr/bayilerimiz/235/kilic-petrol,,,,,,,
,TOPALOĞLU PETROL   ( 42/077 ),,Hatamış Köyü  KARAPINAR/ KONYA,Türkiye,(42) Konya,,,,,,,,,37.644088,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/741/topaloglu-petrol,,,,,,,
,ABDULRAHİM DENİZ   ( 42/076 ),,LADİK MAHALLESİ CUMHURİYET CADDESİ NO:19 (PAFTA:40  PARSEL:3631 ) SARAYÖNÜ/ KONYA,Türkiye,(42) Konya,,,,,,,,,38.211928,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/724/abdulrahim-deniz,,,,,,,
,HASAN HÜSEYİN GÖKTAŞ   ( 42/074 ),,BALCILAR MAHALLESİ İSTİKLAL CADDESİ NO:154 ( ADA:101  PAFTA:029-A-14-A  PARSEL:5 ) TAŞKENT/ KONYA,Türkiye,(42) Konya,,,,,,,,,36.894527,3324925042,+90 (332) 4925042,http://www.bpet.com.tr/tr/bayilerimiz/703/hasan-huseyin-goktas,,,,,,,
,TUANA PETROL   ( 42/075 ),,KORUÖNÜ ( ADA:252  PAFTA:M27.B.17.C.1.C  PARSEL:75 ) ÜÇPINAR KÖYÜ BEYŞEHİR/ KONYA,Türkiye,(42) Konya,,,,,,,,,37.817845,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/715/tuana-petrol,,,,,,,
,HALASKAR PETROL   ( 42/073 ),,DEMİR MAHALLESİ NO:8 AĞLAMAZLAR YAYLASI GÖLYAZI KASABASI CİHANBEYLİ/ KONYA,Türkiye,(42) Konya,,,,,,,,,38.544274,3323227000,+90 (332) 6963399,http://www.bpet.com.tr/tr/bayilerimiz/684/halaskar-petrol,,,,,,,
,METİN ORAL   ( 42/070 ),,TÖMEK MAH. ANKARA CAD. NO:364/A (PAFTA:L29 ADA:29771 PARSEL:35) SELÇUKLU/ KONYA,Türkiye,(42) Konya,,,,,,,,,38.042326,3322713300,+90 (332) 2713300,http://www.bpet.com.tr/tr/bayilerimiz/646/metin-oral,,,,,,,
,OĞUZHAN AKARYAKIT   ( 42/072 ),,ZENGEN MAHALLESİ E-90 KARAYOLU ÜZERİ KÜME EVLER NO :17 (PAFTA:M32  PARSEL:1415 ) EREĞLİ/ KONYA,Türkiye,(42) Konya,,,,,,,,,37.854318,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/213/oguzhan-akaryakit,,,,,,,
,BALKAN PETROL   ( 42/067 ),,TORUN MAHALLESİ ÇEVRE YOLU CADDESİ NO: 152 ARGITHANI,Türkiye,(42) Konya,,,,,,,,,38.297777,3244513301,+90 (324) 4513303,http://www.bpet.com.tr/tr/bayilerimiz/224/balkan-petrol,,,,,,,
,MUSTAFA ÇELİK   ( 42/061 ),,ÜRÜNLÜ KÖYÜ (PAFTA: M29 C3 14 ADA: - PARSEL: 588) ÇUMRA KONYA,Türkiye,(42) Konya,,,,,,,,,37.564722,3324471344,+90 (332) 4496101,http://www.bpet.com.tr/tr/bayilerimiz/219/mustafa-celik,,,,,,,
,MEY PETROL   ( 42/056 ),,KONYA-AKSARAY YOLU 60.KM. DOĞUTEPE MEVKİİ KIZÖREN KÖYÜ(PAFTA:6 ADA: - PARSEL:159)KARATAY/KONYA,Türkiye,(42) Konya,,,,,,,,,38.129637,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/216/mey-petrol,,,,,,,
,BOYALI PETROL    ( 42/051 ),,KARAASLAN ÜZÜMCÜ MAHALLESİ KARAMAN CADDESİ NO:411 (PAFTA:M29A16D2A ADA:5189 PARSEL:81) KARATAY/KONYA,Türkiye,(42) Konya,,,,,,,,,37.821781,3323591511,+90 (332) 3591510,http://www.bpet.com.tr/tr/bayilerimiz/214/boyali-petrol,,,,,,,
,KALKAN PETROL   ( 42/036 ),,AKMESCİT MAH. AKSARAY CAD. NO.3 EMİRGAZİ / KONYA,Türkiye,(42) Konya,,,,,,,,,37.891944,3327472205,+90 (332) 7472026,http://www.bpet.com.tr/tr/bayilerimiz/210/kalkan-petrol,,,,,,,
,ARAM PETROL   ( 45/018 ),,İZMİR-İSTANBUL SÜRAT YOLU ATATÜRK MAHALLESİ NO:35 SELİMŞAHLAR BELDESİ ( ADA:144  PAFTA:K19.D1.1D  PARSEL:2 ) MERKEZ/ MANİSA,Türkiye,(45) Manisa,,,,,,,,,38.697071,2324628220,+90 (232) 4628220,http://www.bpet.com.tr/tr/bayilerimiz/717/aram-petrol,,,,,,,
,Volkanpet Petrol   ( 45/017 ),,BOSTANCI KÖYÜ KAYNAR MEVKİİ AKHİSAR KARAYOLU ÜZERİ ( ADA: - PAFTA:5  PARSEL:732)KIRKAĞAÇ/MANİSA,Türkiye,(45) Manisa,,,,,,,,,39.140207,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/710/volkanpet-petrol,,,,,,,
,EMKA PETROL   ( 45/016 ),,SUBAŞI MAHALLESİ NO:78 İZMİR YOLU (ADA:2171  PAFTA:19J-2B-2D  PARSEL:5) TURGUTLU/ MANİSA,Türkiye,(45) Manisa,,,,,,,,,38.491111,2363126067,+90 (236) 3126067,http://www.bpet.com.tr/tr/bayilerimiz/237/emka-petrol,,,,,,,
,ÖZ-YAZICI PETROL   ( 45/015 ),,KAPAKLI KÖYÜ BAĞLARTEPESİ MEVKİİ (PAFTA:19PARSEL:3801) AKHİSAR/MANİSA,Türkiye,(45) Manisa,,,,,,,,,38.871606,2364262003,+90 (236) 4262003,http://www.bpet.com.tr/tr/bayilerimiz/240/oz-yazici-petrol,,,,,,,
,YASİN DURMUŞ   ( 45/009 ),,HACIOSMANLAR KÖYÜ AKHİSAR/MANİSA,Türkiye,(45) Manisa,,,,,,,,,38.850833,2364393043,+90 (236) 4393043,http://www.bpet.com.tr/tr/bayilerimiz/238/yasin-durmus,,,,,,,
,ÖZMPET PETROL    ( 42/014 ),,SÜLÜKLÜ KASABASI YUNAK/KONYA,Türkiye,(42) Konya,,,,,,,,,38.880555,3328343052,+90 (332) 8592046,http://www.bpet.com.tr/tr/bayilerimiz/208/ozmpet-petrol,,,,,,,
,ŞAHNAHAN PETROL   ( 44/036 ),,MERKEZ MAH. NO: 6 ŞAHNAHAN BELDESİ (PAFTA: 5 ADA: - PARSEL: 882) / MALATYA,Türkiye,(44) Malatya,,,,,,,,,38.410555,4222951310,+90 (422) 2951310,http://www.bpet.com.tr/tr/bayilerimiz/234/sahnahan-petrol,,,,,,,
,TÜRKOĞLU PETROL    ( 42/013 ),,MERDİVENLİ YAYLASIAKÇAYAZI KÖYÜ  KARAPINAR/KONYA,Türkiye,(42) Konya,,,,,,,,,37.723611,3327695085,+90 (332) 7695003,http://www.bpet.com.tr/tr/bayilerimiz/207/turkoglu-petrol,,,,,,,
,GENİŞ PETROL   ( 44/035 ),,MALATYA ELAZIĞ YOLU 32. KM. TURGUT ÖZAL BULVARI KARŞISI MERKEZ MALATYA,Türkiye,(44) Malatya,,,,,,,,,38.387611,4228661100,+90 (422) 8661100,http://www.bpet.com.tr/tr/bayilerimiz/233/genis-petrol,,,,,,,
,NAZIM BİRİŞİK   ( 44/018 ),,ÇELİKHAN CADDESİ KURUCAOVA/MALATYA,Türkiye,(44) Malatya,,,,,,,,,37.981666,4225224283,+90 (422) 5224066,http://www.bpet.com.tr/tr/bayilerimiz/230/nazim-birisik,,,,,,,
,ÖZ SOYSALLAR AKARYAKIT   ( 44/034 ),,BATTALGAZİ İLÇESİ ESKİ SİVAS YOLU ÜZERİ NO:1 BATTALGAZİ / MALATYA,Türkiye,(44) Malatya,,,,,,,,,38.425277,4228414855,+90 (422) 8412211,http://www.bpet.com.tr/tr/bayilerimiz/232/oz-soysallar-akaryakit,,,,,,,
,TACETTİN ÇITAK   ( 44/016 ),,ORGANİZE SAN.KARŞISI ANKARA ASFALTI 12.KM MALATYA,Türkiye,(44) Malatya,,,,,,,,,38.327500,4222375776,+90 (422) 2375174,http://www.bpet.com.tr/tr/bayilerimiz/229/tacettin-citak,,,,,,,
,AKBAŞ PETROL   ( 44/015 ),,DOĞU MAH.HÜKÜMET CAD.NO:1 AKÇADAĞ/MALATYA,Türkiye,(44) Malatya,,,,,,,,,38.344624,4224172024,+90 (422) 4172536,http://www.bpet.com.tr/tr/bayilerimiz/228/akbas-petrol,,,,,,,
,PEKTAŞ PETROL   ( 44/011 ),,MALATYA-SİVAS YOLU 44 KM. JANDARMA YANI YAZIHAN/MALATYA,Türkiye,(44) Malatya,,,,,,,,,38.594444,4227514084,+90 (422) 7514353,http://www.bpet.com.tr/tr/bayilerimiz/227/pektas-petrol,,,,,,,
,ERCAN AYEBE   ( 47/030 ),,KUŞÇU KÖYÜ TEPEÖNÜ MEVKİİ (PAFTA:N-44-B-21-A-2-D ADA: - PARSEL:255) DERİK/ MARDİN,Türkiye,(47) Mardin,,,,,,,,,37.291749,4822521219,+90 (482) 2521219,http://www.bpet.com.tr/tr/bayilerimiz/264/ercan-ayebe,,,,,,,
,AYPET PETROL   ( 47/025 ),,İPEKYOLU ÜZERİ 4.KM (ADAPAFTAPARSEL:563/N46C17A) DURUCA BELDESİ NUSAYBİN / MARDİN,Türkiye,(47) Mardin,,,,,,,,,37.086111,4824160009,+90 (482) 4160008,http://www.bpet.com.tr/tr/bayilerimiz/262/aypet-petrol,,,,,,,
,KAPLANLAR PETROL   ( 47/021 ),,EĞMİRLİ YOLU MEVKİİ KUMLU KÖYÜ / MARDİN,Türkiye,(47) Mardin,,,,,,,,,37.166666,4823120231,+90 (482) 3120489,http://www.bpet.com.tr/tr/bayilerimiz/260/kaplanlar-petrol,,,,,,,
,DURAK PETROL   ( 47/019 ),,SÜREKLİ KÖYÜ KIZILTEPE / MARDİN,Türkiye,(47) Mardin,,,,,,,,,37.193888,4823676001,+90 (482) 3676106,http://www.bpet.com.tr/tr/bayilerimiz/259/durak-petrol,,,,,,,
,AŞANLAR AKARYAKIT   ( 47/008 ),,İDİL-CİZRE YOLU ÜZERİ IŞILDAR MAH. MİDYAT/MARDİN,Türkiye,(47) Mardin,,,,,,,,,37.400000,4824640111,+90 (482) 4640111,http://www.bpet.com.tr/tr/bayilerimiz/257/asanlar-akaryakit,,,,,,,
,HAŞİM BAKMAZ   ( 46/045 ),,KABAAĞAÇ MAHALLESİ KABAAĞAÇ SOKAK NO.169/A (PAFTA:L38.D1.1C  PARSEL:648 ) AFŞİN/KAHRAMANMARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,38.191080,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/718/hasim-bakmaz,,,,,,,
,Şahin Petrol   ( 46/044 ),,YENİ MAHALLESİ ANDIRIN CADDESİ NO:132(ADA:362  PAFTA:I36C.25C  PARSEL:8) GÖKSUN/  KAHRAMANMARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,38.008329,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/686/sahin-petrol,,,,,,,
,NURAY ÜSTÜN   ( 46/043 ),,MAARİF MAH. BOĞAZ KÜME EVLER NO:19/1(PARSEL:5509 PAFTA:31L.3.C) EKİNÖZÜ / KAHRAMANMARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,38.068333,3444812669,+90 (344) 4812669,http://www.bpet.com.tr/tr/bayilerimiz/250/nuray-ustun,,,,,,,
,AMR PETROL   ( 46/041 ),,İSTASYON MAHALLESİ NARLI YOLU NO:29 (PAFTA: ADA:555 PARSEL:11) TÜRKOĞLU/KAHRAMANMARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,37.380329,3446181988,+90 (344) 6182419,http://www.bpet.com.tr/tr/bayilerimiz/256/amr-petrol,,,,,,,
,MELTEM AKARYAKIT   ( 46/042 ),,MENDERES MAHALLESİ 12 EYLÜL CADDESİ NO:29 PAZARCIK/ KAHRAMANMARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,37.487862,3443116112,+90 (344) 3116112,http://www.bpet.com.tr/tr/bayilerimiz/667/meltem-akaryakit,,,,,,,
,BOR TAŞ AKARYAKIT   ( 46/038 ),,BAHÇELİEVLER MAHALLESİ OTOBAN KÜMESİ NO:26 PAZARCIK / KAHRAMANMARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,37.339508,3443312459,+90 (344) 3312489,http://www.bpet.com.tr/tr/bayilerimiz/253/bor-tas-akaryakit,,,,,,,
,DOĞANALP PETROL   ( 46/035 ),,KILILI KASABASI ŞEHİT ALİ MAHALLESİ BELEDİYE BULVARI NO: 40 TÜRKOĞLU / KAHRAMANMARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,37.410277,3446292407,+90 (344) 6292407,http://www.bpet.com.tr/tr/bayilerimiz/251/doganalp-petrol,,,,,,,
,AKTOPÇULAR PETROL   ( 46/031 ),,KURTULUŞ MAH.ASLANBEY BUL. NO:146 (ADA L37C25C3CPAFTA 266 PARSEL 34 ) GÖKSUN / KAHRAMANMARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,38.004444,3447141300,+90 (344) 7142176,http://www.bpet.com.tr/tr/bayilerimiz/249/aktopcular-petrol,,,,,,,
,ALİ ÖZDEMİR   ( 46/026 ),,KAYSERİ YOLU ÜZERİ 7. KM.  K.MARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,37.570277,3442158151,+90 (344) 2158151,http://www.bpet.com.tr/tr/bayilerimiz/248/ali-ozdemir,,,,,,,
,CİHAN PETROL   ( 46/025 ),,TKİ YOL ÇATI AKVEREN YOLU ADABAŞI MEVKİİ  ELBİSTAN KAHRAMANMARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,38.234722,3444130293,+90 (344) 4135189,http://www.bpet.com.tr/tr/bayilerimiz/247/cihan-petrol,,,,,,,
,KARTO AKARYAKIT   ( 46/022 ),,ULUBAHÇE KÖYÜ PAZARCIK/K.MARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,37.508333,3443114441,+90 (344) 3114441,http://www.bpet.com.tr/tr/bayilerimiz/245/karto-akaryakit,,,,,,,
,MÜDÜROĞLU PETROL   ( 46/008 ),,K.MARAŞ KARAYOLU 7 KM. TÜRKOĞLU/K.MARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,37.440555,3442353200,+90 (344) 6231313,http://www.bpet.com.tr/tr/bayilerimiz/242/muduroglu-petrol,,,,,,,
,KALE KAPLAN PETROL   ( 46/015 ),,KALE KASABASI MİMAR SİNAN  MAHALLESİ SIR BARAJI YOLU / KAHRAMANMARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,37.552222,3442254241,+90 (344) 2532423,http://www.bpet.com.tr/tr/bayilerimiz/244/kale-kaplan-petrol,,,,,,,
,KUŞOĞLU PETROL   ( 46/007 ),,TEKİR BELDESİ FİDAN MAHALLESİ TEKİR GÖKSUN/ KAHRAMANMARAŞ,Türkiye,(46) Kahramanmaraş,,,,,,,,,37.896111,3442255166,+90 (344) 2592179,http://www.bpet.com.tr/tr/bayilerimiz/241/kusoglu-petrol,,,,,,,
,SÜL PETROL   ( 48/003 ),,BEYOBASI BELDESİ KÖYCEĞİZ / MUĞLA,Türkiye,(48) Muğla,,,,,,,,,36.910000,2522720562,+90 (252) 2720562,http://www.bpet.com.tr/tr/bayilerimiz/266/sul-petrol,,,,,,,
,ÖZAL PETROL   ( 48/005 ),,DÖĞER KÖYÜ SAKLIKENT YOLU ÜZERİ KEMER BELDESİ (ADA:- PAFTA:022C18C3A PARSEL:1023) FETHİYE MUĞLA,Türkiye,(48) Muğla,,,,,,,,,36.559444,2526368437,+90 (252) 6368484,http://www.bpet.com.tr/tr/bayilerimiz/267/ozal-petrol,,,,,,,
,KADİR BOLAT   ( 51/024 ),,NİĞDE NEVŞEHİR YOLU ÜZERİ 22 KM OVACIK KASABASI / NİĞDE,Türkiye,(51) Niğde,,,,,,,,,38.119722,3882310010,+90 (388) 2757220,http://www.bpet.com.tr/tr/bayilerimiz/281/kadir-bolat,,,,,,,
,BÖREKÇİOĞULLARI PETROL   ( 51/022 ),,KARANLIKDERE KASABASIBOR-ALTUNHİSAR YOLU ÜZERİ KIR(KINIKÜSTÜ) MEVKİİ BOR/NİĞDE,Türkiye,(51) Niğde,,,,,,,,,37.850277,3883114047,+90 (388) 6112077,http://www.bpet.com.tr/tr/bayilerimiz/280/borekciogullari-petrol,,,,,,,
,SÜPHAN PETROL   ( 51/014 ),,BEYAĞIL KÖYÜ ÇEVREZ MEVKİİ ULUKIŞLA/NİĞDE,Türkiye,(51) Niğde,,,,,,,,,37.542587,4348273395,+90 (434) 8272810,http://www.bpet.com.tr/tr/bayilerimiz/279/suphan-petrol,,,,,,,
,BÜYÜKGÖL PETROL   ( 50/023 ),,NEVŞEHİR ACIGÖL KARAYOLU 11. KM.  MERKEZ/ NEVŞEHİR,Türkiye,(50) Nevşehir,,,,,,,,,38.552700,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/740/buyukgol-petrol,,,,,,,
,ELTUĞ PETROL   ( 50/020 ),,ALAADDİN MAHALLESİ SANAYİ BÖLGESİ SULU MEVKİİ AVANOS / NEVŞEHİR,Türkiye,(50) Nevşehir,,,,,,,,,38.722714,3845115494,+90 (384) 5112757,http://www.bpet.com.tr/tr/bayilerimiz/277/eltug-petrol,,,,,,,
,ÖZ KAVAK PETROL   ( 50/017 ),,YUKARI MAHALLE KAYMAKLI CADDESİ NO:2 KAVAK KASABASI (PAFTA:K33C17A ADA: PARSEL:854) /NEVŞEHİR,Türkiye,(50) Nevşehir,,,,,,,,,38.583056,3842574242,+90 (384) 2574242,http://www.bpet.com.tr/tr/bayilerimiz/276/oz-kavak-petrol,,,,,,,
,LEVENT ERSOY   ( 50/016 ),,AKSARAY CAD. NO:52 KALE MAH. SUVERMEZ KASABASI (PAFTA:L33.A.13.C3A ADA: 117 PARSEL:78) DERİNKUYU / NEVŞEHİR,Türkiye,(50) Nevşehir,,,,,,,,,38.356944,3843914022,+90 (384) 3914012,http://www.bpet.com.tr/tr/bayilerimiz/275/levent-ersoy,,,,,,,
,GÜN-DEM PETROL   ( 50/011 ),,BAŞ MAHALLE KUM YOLU SOKAK NO:74/1 DERİNKUYU / NEVŞEHİR,Türkiye,(50) Nevşehir,,,,,,,,,38.386944,3843813232,+90 (384) 3814242,http://www.bpet.com.tr/tr/bayilerimiz/272/gun-dem-petrol,,,,,,,
,KAPUCU PETROL   ( 50/005 ),,YALINTAŞ KÖYÜ GÜLŞEHİR/NEVŞEHİR,Türkiye,(50) Nevşehir,,,,,,,,,38.694166,3844235165,+90 (384) 4235165,http://www.bpet.com.tr/tr/bayilerimiz/271/kapucu-petrol,,,,,,,
,S.S.KOZAKLI 23 NOLU MOTORLU TAŞIYICILAR KOOP.   ( 50/002 ),,KAYSERİ YOLU 1 KM. KOZAKLI/NEVŞEHİR,Türkiye,(50) Nevşehir,,,,,,,,,39.190555,3844712916,+90 (384) 4712740,http://www.bpet.com.tr/tr/bayilerimiz/270/sskozakli-23-nolu-motorlu-tasiyicilar-koop,,,,,,,
,VOLKANPET PETROL   ( 55/016 ),,KÖPRÜBAŞI MAHALLESİ HASTANE BULVARI NO:4 PAFTA: 32 PARSEL:2798 ÇETİNKAYA BAFRA/ SAMSUN,Türkiye,(55) Samsun,,,,,,,,,41.568420,3625984011,+90 (362) 5984110,http://www.bpet.com.tr/tr/bayilerimiz/681/volkanpet-petrol,,,,,,,
,VOLKAN PETROL   ( 55/014 ),,CUMHURİYET MAHALLESİ SAMSUN CADDESİ NO:252 (PAFTA:- ADA:1 PARSEL:68) TERME / SAMSUN,Türkiye,(55) Samsun,,,,,,,,,41.212851,3244513301,+90 (324) 4513303,http://www.bpet.com.tr/tr/bayilerimiz/299/volkan-petrol,,,,,,,
,VOLKANPET PETROL   ( 55/015 ),,LENGERLİ KÖYÜ PAFTA: 3 PARSEL : 1118 BAFRA/ SAMSUN,Türkiye,(55) Samsun,,,,,,,,,41.525003,3625984011,+90 (362) 5984110,http://www.bpet.com.tr/tr/bayilerimiz/680/volkanpet-petrol,,,,,,,
,KELEŞ PETROL   ( 55/009 ),,TERME İLÇESİ KOCAMAN CADDESİ TERME/SAMSUN,Türkiye,(55) Samsun,,,,,,,,,41.193531,3628769871,+90 (362) 8762437,http://www.bpet.com.tr/tr/bayilerimiz/297/keles-petrol,,,,,,,
,SELAMET PETROL   ( 55/007 ),,BOYABAT KARAYOLU ÜZERİ 3.KM VEZİRKÖPRÜ/SAMSUN,Türkiye,(55) Samsun,,,,,,,,,41.159541,3626463230,+90 (362) 6463230,http://www.bpet.com.tr/tr/bayilerimiz/296/selamet-petrol,,,,,,,
,AHMET YİĞİT VE OĞULLARI AKARYAKIT   ( 55/004 ),,HELVACALI KÖYÜ ÇARŞAMBA/ SAMSUN,Türkiye,(55) Samsun,,,,,,,,,41.212521,3628331870,+90 (362) 4331297,http://www.bpet.com.tr/tr/bayilerimiz/294/ahmet-yigit-ve-ogullari-akaryakit,,,,,,,
,FIRAT KINAY   ( 56/009 ),,EVREN MAHALLESİ VEYSEL KARANİ CADDESİ NO:219/ SİİRT,Türkiye,(56) Siirt,,,,,,,,,37.933632,4842238980,+90 (484) 2231234,http://www.bpet.com.tr/tr/bayilerimiz/663/firat-kinay,,,,,,,
,ÖMER ÖZDEMİR    ( 56/006 ),,SARIGÜL MAHALLESİ ŞIRNAK CADDESİ NO: 4 (PAFTA: M48.D.04 ADA: 230 PARSEL: 11) ERUH SİİRT,Türkiye,(56) Siirt,,,,,,,,,37.749441,4843112556,+90 (484) 3112556,http://www.bpet.com.tr/tr/bayilerimiz/303/omer-ozdemir,,,,,,,
,MEHMET FUDAYL ÖZCAN   ( 56/004 ),,PERVARİ İLÇESİ GİRİŞİ PERVARİ/ SİİRT,Türkiye,(56) Siirt,,,,,,,,,37.945881,4843612164,+90 (484) 3612164,http://www.bpet.com.tr/tr/bayilerimiz/302/mehmet-fudayl-ozcan,,,,,,,
,AK-GİRİŞİM PETROL   ( 56/002 ),,TEKEL MAH. RECEP TAYİP ERDOĞAN BULVARI NO:26 KURTALAN / SİİRT,Türkiye,(56) Siirt,,,,,,,,,37.931111,4844116110,+90 (484) 4116110,http://www.bpet.com.tr/tr/bayilerimiz/300/ak-girisim-petrol,,,,,,,
,ENGİN PETROL   ( 56/003 ),,KOOPERATİF MAH. KURTALAN YOLU BADEM TİCARET KARŞISI (270 ADA 26-30.K. PAFTA 10 PARSEL ) SİİRT,Türkiye,(56) Siirt,,,,,,,,,37.943876,4842240909,+90 (484) 2240909,http://www.bpet.com.tr/tr/bayilerimiz/301/engin-petrol,,,,,,,
,ABDURRAHMAN BİREKUL   ( 58/013 ),,EĞERCİ KASABASI GEMEREK/ SİVAS,Türkiye,(58) Sivas,,,,,,,,,39.239444,3465534892,+90 (346) 5534892,http://www.bpet.com.tr/tr/bayilerimiz/310/abdurrahman-birekul,,,,,,,
,ŞAHİN ALTUNBULAK   ( 58/006 ),,ÇAYIRALAN YOLU ÜZERİ SIZIR KASABASI GEMEREK/SİVAS,Türkiye,(58) Sivas,,,,,,,,,39.311666,3466244683,+90 (346) 6244205,http://www.bpet.com.tr/tr/bayilerimiz/308/sahin-altunbulak,,,,,,,
,SAFFET ÖKTEMGİL   ( 58/012 ),,SİVAS- ANKARA ASFALTI  32.KM MENTEŞE KÖYÜ MEVKİİ YILDIZELİ/SİVAS,Türkiye,(58) Sivas,,,,,,,,,39.803055,3465789017,+90 (346) 5789017,http://www.bpet.com.tr/tr/bayilerimiz/309/saffet-oktemgil,,,,,,,
,HACI ERDOĞAN   ( 58/004 ),,ÇIRÇIR KÖYÜ YILDIZELİ/SİVAS,Türkiye,(58) Sivas,,,,,,,,,40.056931,3462213309,+90 (346) 7594415,http://www.bpet.com.tr/tr/bayilerimiz/306/haci-erdogan,,,,,,,
,OSMAN ÇINAR   ( 58/003 ),,ANKARA ASFALTI ÜZERİ 23. KM. YILDIZELİ SİVAS,Türkiye,(58) Sivas,,,,,,,,,39.821666,3467642192,+90 (346) 7642192,http://www.bpet.com.tr/tr/bayilerimiz/305/osman-cinar,,,,,,,
,DELİKAN PETROL   ( 38/027 ),,AMBAR MAHALLESİ ZAFER CADDESİ NO:85 KOCASİNAN/KAYSERİ,Türkiye,(38) Kayseri,,,,,,,,,38.752888,3523271176,+90 (352) 3271177,http://www.bpet.com.tr/tr/bayilerimiz/675/delikan-petrol,,,,,,,
,YILMAZ PETROL   ( 38/029 ),,BAŞAKPINAR GAZİLER MAHALLESİ ŞEHİT ŞABAN ERGİN CADDESİ NO:195(ADA:165  PAFTA:K35-D08-D3C  PARSEL:3) BAŞAKPINAR TALAS/ KAYSERİ,Türkiye,(38) Kayseri,,,,,,,,,38.655090,3524214019,+90 (352) 4214019,http://www.bpet.com.tr/tr/bayilerimiz/678/yilmaz-petrol,,,,,,,
,TAÇPET AKARYAKIT   ( 38/026 ),,KAYSERİ-ANKARA KARAYOLU KALKANCIK KÖYÜ 37.KM HİMMETDEDE KASABASI K34A13B PAFTA 2215 PARSEL KOCASİNAN / KAYSERİ,Türkiye,(38) Kayseri,,,,,,,,,38.883055,3885412964,+90 (388) 5412778,http://www.bpet.com.tr/tr/bayilerimiz/199/tacpet-akaryakit,,,,,,,
,BATINAK PETROL   ( 35/030 ),,MEHMET AKİF ERSOY MAH. İNÖNÜ CADDESİ NO:105 ( ADA:743  PAFTA: -  PARSEL:1 )KEMALPAŞA / İZMİR,Türkiye,(35) İzmir,,,,,,,,,38.423790,2324690984,+90 (232) 4690984,http://www.bpet.com.tr/tr/bayilerimiz/720/batinak-petrol,,,,,,,
,TOPALAN PETROL   ( 35/029 ),,SUBAŞI TORBALI/ İZMİR,Türkiye,(35) İzmir,,,,,,,,,38.105805,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/705/topalan-petrol,,,,,,,
